[010000000],0.13271307362912266
[110002000],-0.125
[111002020],-0.75
[000100000],-0.17905275273979104
[000100102],-0.75
[010102102],0.0
[211102102],0.5
[211122102],0.5
[010201000],0.0
[010221100],0.3845205157995224
[011221120],-0.5
[111221122],-0.984375
[000010000],-0.12477201706809324
[001010020],-0.5
[001112020],0.0
[121112020],-0.5
[121112221],-0.9921875
[001000000],0.06600297760236046
[001200100],-0.707275390625
[001202110],-0.5
[201212110],-0.75
[000000010],0.1842659496601019
[012000010],0.0
[012102010],-0.5
[212112010],-0.75
[000012010],-0.125
[010012210],-0.984375
[000001000],-0.051975092290641456
[000121000],0.03515625
[001121002],0.75
[011121202],0.5
[211121202],0.5
[100000000],0.39343820457285267
[102010000],0.3880323212137492
[122010001],-0.984375
[000000100],0.12005856542169388
[010020100],0.31213089078659095
[210120100],0.9375
[212120101],0.499994158744812
[212121121],0.4999999999997726
[000010210],-0.6670037919759557
[120010210],0.017638598757798496
[120012211],-0.875
[000000001],-0.015536786237387773
[020000101],0.3125
[020012101],-0.5
[021012121],-0.75
[100002001],0.125
[101002201],0.0
[101122201],0.0
[111122221],-0.9921875
[200011000],0.22016941267065704
[220111000],-0.9375
[021000010],0.0
[121200010],0.0
[121201210],0.25
[121211212],0.5
[010010020],0.0
[010010122],0.4453125
[110210122],-0.5
[111212122],-0.5
[100001020],-0.25
[110021020],-0.5
[111221020],-0.5
[000000211],0.42327117919921875
[200100211],0.0
[220110211],0.8125
[221112211],0.5
[011000200],0.0
[011001202],0.5
[011211202],0.9375
[011211222],0.75
[101020000],0.3125
[101021020],-0.5
[101021221],-0.5
[000120010],0.2299906755797565
[000122110],0.0
[210122110],-0.5
[212122111],-0.75
[210100000],0.3530926088120312
[210100210],0.0
[211100212],-0.5
[211112212],-0.9990234375
[100100200],0.0
[102110200],-0.9375
[102110221],-0.75
[001020001],0.4191865916363895
[211020001],0.4775390625
[211021201],-0.5
[002001001],0.0
[002011021],-0.5
[002211121],-0.75
[122211121],-0.9375
[000210010],-0.25
[021210010],0.0
[121210012],-0.5
[121212112],-0.5
[201010000],-0.10176234083468494
[201011020],-0.5
[201111022],-0.5
[001000012],0.1630859375
[001020112],0.75
[201020112],0.9375
[000101200],0.0
[002101210],0.75
[002121210],0.9375
[000011002],0.6271753108222758
[200111002],-0.99609375
[001120000],0.3916813775588066
[021120001],0.25
[221121001],-0.75
[011002000],0.0
[011012200],-0.625
[211012210],-0.75
[010010002],0.32763671875
[010010212],-0.99993896484375
[021010000],-0.9997021505644454
[221010100],-0.9990234375
[200000110],-0.25
[202100110],0.0
[202101112],0.5
[202121112],0.75
[000012100],-0.818359375
[000212110],0.0
[102212110],0.5
[102212112],0.875
[020101000],0.0
[021121000],0.75
[121121002],0.96875
[121121022],0.96875
[000001201],-0.25
[002011201],-0.5
[012011221],-0.5
[212111221],-0.9990234375
[100200010],0.0
[100200112],0.33984375
[120201112],0.49609375
[122211112],0.5
[120000100],-0.80859375
[122010100],-0.875
[122012101],-0.75
[002010100],-0.06227173382764087
[002012101],-0.953125
[102212101],-0.875
[010200001],0.0
[012200011],0.0
[112220011],0.5
[112222011],0.5
[012100000],-0.023287757765501738
[112100002],0.5
[112101022],-0.5
[112121122],-0.875
[010100020],0.10675543546676636
[010100122],-0.375
[112100122],-0.5
[001210120],-0.9375
[102001000],-0.13386191171594009
[122011000],-0.5
[122011021],-0.75
[002001010],0.0
[022001011],0.0
[022011211],-0.5
[122211211],-0.75
[010000210],0.0
[012000211],0.5
[012020211],0.75
[001102000],0.09375
[201102010],0.0
[201102112],-0.5
[221112112],-0.9375
[001000102],-0.8267364501953125
[201010102],-0.999755859375
[100000021],-0.375
[101000221],-0.5
[101012221],-0.75
[100010002],0.41771410687668187
[120110002],-0.75
[121110022],-0.5
[121112122],-0.5
[100000120],-0.8203125
[100001122],0.0
[102011122],-0.375
[112211122],0.5
[010000120],-0.015625
[210110122],-0.5
[211112122],-0.99993896484375
[001001200],-0.25
[001001212],0.0
[201011212],0.5
[201211212],0.96875
[210000001],0.0101318359375
[210210001],0.5
[210210121],-0.5
[211212121],-0.96875
[120110200],0.25
[120112210],-0.5
[122112211],-0.75
[012000100],0.5703125
[012020101],-0.5
[112020121],0.375
[112221121],0.499999999996362
[010100200],0.0
[110102200],-0.5
[111102220],-0.5
[000011200],-0.298828125
[120011200],0.0
[122011210],-0.5
[122111212],-0.998046875
[000100201],0.23518900573253632
[000110221],-0.5
[100112221],-0.5
[001100020],0.20703125
[001102021],0.1171875
[021112021],-0.75
[221112121],-0.9375
[200100010],-0.2109375
[221100010],0.0
[221112010],0.375
[010000021],0.0
[112000021],0.0
[112102021],-0.5
[112122121],-0.984375
[010000012],0.25
[011200012],-0.5
[111220012],-0.5
[011020000],-0.2783679962158203
[011020120],-0.03125
[211120120],0.75
[211120122],0.75
[000200110],-0.9775390625
[012200110],-0.5
[212210110],-0.75
[210000010],-0.375
[210002011],-0.5
[212002111],-0.75
[000010021],-0.822265625
[100012021],-0.875
[010120000],-0.1410599393723685
[012121000],0.75
[212121100],0.75
[212121102],0.75
[000211000],-0.375
[200211010],0.5
[221211010],0.5
[221211210],0.9375
[100210000],-0.2938232421875001
[110212000],-0.5
[110212210],-0.5
[000101020],-0.25
[002111020],-0.99609375
[001200001],-0.6875
[021201001],-0.875
[001021000],0.4979950235273578
[201021001],-0.9375
[001002010],0.125
[001002211],0.359130859375
[211002211],0.75
[211202211],0.875
[001000021],-0.71539306640625
[021001021],-0.875
[021001000],0.0
[121021000],0.75
[121121200],0.828125
[121121212],0.4999999850988388
[200010100],0.3645109319477342
[210210100],-0.75
[211210102],-0.75
[012100120],0.48391716182231903
[212101120],0.0
[212111122],-0.9375
[000201100],0.0
[100201120],0.0
[112201120],0.25
[211000000],0.0
[211200010],-0.25
[211212010],-0.5
[101000200],-0.7159185409545898
[121000201],-0.9375
[121001221],-0.75
[020010100],-0.294921875
[021012100],-0.9990234375
[102000010],0.0
[102021010],0.0
[102021112],-0.75
[122121112],-0.875
[000201010],-0.125
[000201211],0.5
[002211211],-0.5
[101120200],0.5108683258295059
[101120212],0.25
[111122212],-0.875
[100010020],0.0
[100211020],-0.001953125
[110211022],0.75
[110211222],0.75
